ועד	1678
מידה	1677
שנתי	1654
לאומי	1651
חלה	1648
מים	1643
חוזה	1639
יחיד	1638
נאמן	1632
מסגרת	1628
ראשון	1622
רופא	1619
זאת	1618
עלול	1615
י	1602
התחייבות	1591
הועבר	1590
אוחר	1585
משמעת	1582
מאת	1582
מרכזי	1581
ציוד	1575
מקצועי	1571
קלפי	1565
ביטול	1565
אסיפה	1564
לשכה	1558
טען	1556
ככל	1552
עבר	1552
מצב	1551
ידע	1547
שופט	1538
ראייה	1528
הוטל	1523
נפגע	1523
יחידה	1517
קודם	1515
בלא	1507
צבאי	1505
אמצעי	1504
במקום	1500
נהג	1500
דן	1494
בנק	1493
הביא	1487
נאשם	1485
בכלל	1480
מילוי	1479
הפר	1479
מנוי	1479
לקוח	1478
צוין	1467
עבד	1465
העתק	1459
נוהל	1454
בלי	1454
קצין	1449
אחרי	1444
מכרז	1442
דם	1438
לבין	1423
יועץ	1423
שמירה	1422
נייר	1416
דירה	1413
תוצאה	1412
תיקון	1406
רישוי	1396
קרקע	1394
הסמיך	1392
אגודה	1388
משרה	1387
קטין	1387
התקשרות	1386
בטיחות	1383
מחוזי	1374
אי	1370
שונה	1369
כיהן	1368
קופה	1367
בחינה	1366
דעת	1366
ארגון	1355
ד	1352
יסוד	1350
עוד	1347
תובע	1326
הגבלה	1324
מוכר	1323
מעשה	1322
רבה	1317
ספר	1317
מורשה	1309
פטור	1306
מהלך	1305
זיכיון	1305
אושר	1302
נשיא	1296
השתמש	1295
התקין	1295
פקיד	1293
תוספת	1290
ספק	1290
זוג	1289
מדד	1289
אינטרנט	1288
עורך	1280
היות	1280
תקף	1278
נושה	1278
ביטל	1277
חיוב	1272
בוצע	1265
למעט	1264
הותקן	1263
ח	1254
השקעה	1247
תמורה	1242
גז	1242
ישראלי	1242
הזדמנות	1241
שאר	1239
מוצר	1234
כאילו	1223
נערך	1221
שיט	1216
שלוש	1212
מנייה	1211
פגיעה	1205
מטר	1204
מותר	1204
טובה	1201
רכישה	1192
יצוע	1191
מניעה	1191
הציע	1189
לבד	1184
חייל	1180
תושב	1175
החל	1172
דירקטור	1172
טיסה	1170
מקרה	1170
גרם	1167
חווה	1166
היקף	1164
תאריך	1163
חיים	1162
בנקאי	1160
מסחר	1159
נשא	1158
מרכז	1152
גמל	1152
מבקר	1152
דואר	1151
קוף	1149
ביקורת	1147
זולת	1146
מעסיק	1146
מנע	1142
תגמול	1139
צרכן	1138
הוציא	1138
קרוב	1138
אלקטרוני	1137
ריבית	1133
אחוז	1132
רק	1131
שווי	1124
פגע	1124
המציא	1124
פלילי	1122
התמנה	1120
ארץ	1119
מתאים	1118
נמל	1117
זר	1114
נכנס	1111
דרגה	1110
אישי	1105
התאמה	1104
סביבה	1103
פופ	1096
נזק	1094
דירקטוריון	1093
סיעה	1092
הנחה	1089
מבנה	1088
מפעיל	1086
תובענה	1084
הפעיל	1081
סגן	1078
מה	1074
בנייה	1068
מגורים	1067
שוטר	1063
זמני	1061
ייעל	1060
נציב	1058
עשר	1056
בדק	1055
צורף	1054
פטר	1052
בניין	1052
עיסוק	1050
סימן	1050
בלתי	1047
חיבר	1043
השתתף	1042
מתוך	1042
הורשע	1041
ממשלתי	1040
שותף	1039
טופס	1039
מבין	1038
זהות	1038
זיהוי	1035
עולה	1034
אך	1032
הסדר	1030
תכנון	1028
אישום	1028
ערב	1027
הטיל	1027
האריך	1026
עקב	1024
אפוטרופוס	1021
נכלל	1020
ללא	1020
אחרון	1019
משפחה	1012
חדל	1011
פעיל	1010
עוסק	1010
חמש	1008
המלצה	1007
מכון	1007
גבוה	1007
סיפק	1005
מקור	1004
מאגר	1002
הצהרה	1002
ייצור	1000
אסיר	1000
רכש	999
כניסה	997
קדם	997
שישה	997
טרם	995
יהא	991
סך	988
תלונה	986
מיתקן	984
עונש	984
מנהלי	983
עיון	979
פירעון	975
תמיכה	973
עירייה	972
נראה	967
הובא	967
סוהר	965
ארצי	962
יצרן	961
השתתפות	960
אצל	960
חלוקה	958
צבא	958
אחריות	953
סיום	951
מוקדם	951
חמישה	951
פסקאות	947
ראשי	945
תיק	944
מרשם	943
נימוק	939
רוב	938
פירוק	937
תיעל	936
תיקן	934
מכר	933
נהיגה	933
רשומת	932
סבר	931
סמך	931
אזורי	920
הכשרה	919
ראוי	918
חתימה	915
החזקה	912
מקצת	912
נקט	912
שיפוט	911
בורסה	911
כלפי	910
דרוש	907
רווחה	905
אירוע	904
אשראי	903
הפרש	903
הציג	901
הבטיח	896
פי	896
חישוב	895
הפסקה	893
יובא	892
תנא	884
תקן	884
משותף	880
תקנון	879
ייעץ	876
רכוש	874
מרבי	873
פרטי	872
גבייה	872
יחס	870
עריכה	863
הנחיה	863
פחות	862
אזרחי	859
אחרת	858
תהא	852
חוזר	851
שווה	848
גובה	848
גב	843
במישרין	842
פנייה	841
מימן	840
תחנה	839
שלום	838
שיווק	835
אפשרות	834
פירוט	829
ציין	828
דו	827
הון	827
מהותי	824
שלושים	824
נכון	820
חתם	819
לב	817
מלא	817
הניח	816
ירה	816
תלמיד	814
פיננסי	814
סיבה	811
מחוז	811
נוסע	809
פרוטוקול	808
פינה	802
רואה	802
נפרד	801
רשומות	800
דחה	798
צוות	796
חלף	796
מעבר	795
מכשיר	794
עמית	794
נוכח	792
הוחזק	791
שטר	789
מראש	788
יחידות	787
נבחר	787
ביותר	785
אני	784
מייד	783
התיר	783
צירוף	783
התחשב	782
ציון	782
בירור	781
פיתוח	780
מקצוע	779
במשך	777
חיקוק	776
סיכון	772
הלוואה	771
נסיעה	771
ערובה	770
ניסיון	769
רשמי	769
איכות	768
מוסמך	766
מימון	764
מערכת	762
בעלות	761
פירט	757
יבואן	752
קבוצה	750
בפני	750
המצאה	749
רווח	749
מענק	748
הוצא	747
גדול	747
נמנע	747
כמות	747
בת	746
הבטחה	745
פתיחה	745
התנגדות	738
ז	736
סירב	736
קו	735
עותק	734
סיווג	731
מומחה	731
דווח	728
תואר	726
בקרה	726
שוכנע	725
נידון	724
סופי	723
מש	721
הועסק	719
מעצר	718
פיקח	717
קש	716
נגרם	715
הוכיח	715
עביר	714
סיוע	713
הומצא	712
ייבוא	712
הצביע	711
נאות	711
נשלח	711
ניכוי	711
היווה	709
עדות	708
עליון	708
שירה	707
הזמנה	704
בוטל	702
בטחוני	702
נקרא	701
נכה	701
גמלה	699
מכס	698
סימון	698
תשובה	697
משיב	696
תשקיף	695
הרשאה	694
השגה	694
משך	694
גיל	694
בחר	692
יועד	691
שיקול	690
עשוי	689
סייע	689
מקבל	688
שומה	687
רגיל	686
מבטח	686
עשרה	685
שחרור	685
מעבדה	683
פסולת	682
פלוני	682
תרומה	680
מענה	680
הוקם	680
עמדה	679
יתרה	679
אנחנו	678
כונס	676
חירום	676
העלה	675
הוסיף	675
מיועד	674
פיחת	674
המשיך	673
נמוך	673
צורה	673
ט	673
עלות	670
כלכלי	669
הקמה	668
מעמד	667
מחמת	667
בוחר	667
התייצב	665
שבעה	664
מהות	663
לימודים	663
עזר	662
עילה	662
מבחן	661
נעבר	659
מעביד	658
קול	658
תשתית	656
תחבורה	655
עלייה	654
כלכלה	653
מעט	650
מוגבלות	649
התחייב	646
דיור	645
בעקיפין	645
רגל	643
גילוי	642
אוויר	640
בעבור	640
ציווה	638
נוסח	638
חיצוני	637
איגוד	637
השמיע	636
הובלה	633
כלשהו	631
מסחרי	630
מבוטח	629
יישוב	628
ערער	628
פרסומת	621
מנוע	621
שום	620
הצמדה	620
היטל	620
פנימי	619
סמוך	617
שפה	617
חשש	614
תצהיר	612
חזר	611
סוכן	610
ארבעה	610
חפץ	609
יכולת	609
הסכים	608
תקין	607
כולל	607
עובר	605
גישה	603
שילח	602
מחלה	601
מאושר	599
שלט	599
תעופה	598
העיד	596
הטבה	596
הועמד	595
דייר	595
נפעל	594
חברות	594
מסוכן	592
נתבע	592
הסתיים	590
השכלה	589
תכשיר	588
התקשר	587
ליקוי	586
מימוש	585
נחשב	583
ספורט	581
שב	581
ערבות	580
דירוג	579
יצא	579
צירף	578
יוצא	578
מזכיר	577
הפסיק	577
חוקי	577
פינוי	576
סעד	576
נמשך	576
זיהה	575
פרישה	575
דתי	575
רמה	575
רצון	574
הוכח	574
חידוש	573
נחתם	573
הפקיד	572
משקל	571
מוגבל	570
נפטר	570
שותפות	570
אריזה	570
חקלאי	569
יצירה	569
שמר	567
בחיר	567
נכח	566
יחד	566
זכאות	566
נקוב	566
מטען	565
ארבע	564
הכיל	563
שעבוד	563
מען	562
מוות	561
בכיר	560
איסור	560
הנפיק	559
כרטיס	558
אפשרי	558
יידע	556
שוק	556
הסמכה	556
שלישי	554
מין	552
השיב	548
מנהלה	547
שאלה	544
מחקר	543
שבוע	542
הפקה	542
התנהל	541
ענף	541
חדר	541
איגרת	539
עיקול	539
החזיר	537
הנהלה	536
ישב	535
כשירות	535
עברה	535
אזרח	535
פר	534
עיקר	534
הכרה	534
משמעתי	533
ינואר	533
עשייה	532
אונייה	531
משתתף	531
חיפוש	528
החזר	527
עין	526
התאים	526
ממוצע	526
מרחק	525
סכם	524
פטנט	524
אות	523
השתלם	523
יישום	522
עיצוב	522
חשב	521
מדידה	520
תעשייה	520
סומן	519
רצוף	517
משלוח	516
תרבות	515
פני	513
זך	513
שניים	513
מנומק	510
נבחן	510
מאוחר	509
עמותה	509
זכה	508
שיטה	507
חויב	506
התנה	506
המשך	504
ייצוא	503
חוקה	503
אסור	502
חוקר	501
בנוגע	501
הרכב	501
הקים	499
עפ	495
חזקה	495
עדכון	494
שן	494
הצדיק	494
חומרה	493
גדר	492
מדיניות	492
נכות	491
שדה	490
התייחס	490
נוהג	490
עיין	490
כשר	489
עודכן	489
תנועה	488
מפקד	486
הופקד	486
מעל	486
מוצע	485
ביוב	485
עיכב	483
חשמל	482
תעבורה	482
עברי	482
סיים	481
תעסוקה	481
דומה	481
מחזור	481
יוצר	481
חיוני	481
חקר	478
פעם	475
טבת	474
הארכה	474
מקובל	473
עשרים	473
שיקום	473
כוונה	473
חשוד	472
סוים	472
מילואים	471
תיאור	471
קבל	471
נעדר	470
הוחזר	469
מחצית	469
פרה	468
בעלים	467
הורשה	467
כולם	466
קשור	466
נפט	465
שלב	464
בהתאם	464
העסקה	463
תשע	462
הדרכה	458
נמכר	458
העמיד	458
עיכוב	458
מסלול	457
דחייה	457
העסיק	457
משכורת	455
חקלאות	455
אב	455
טבע	455
נודע	455
קשת	452
סוציאלי	451
אח	451
רכבת	450
יוצג	449
חמר	449
מקורי	448
הכרזה	447
חתום	447
שמאי	447
אגף	447
נדחה	446
נקודה	445
הצהיר	445
פיקדון	445
מיעט	444
עיתון	444
ביקר	443
צריכה	443
הפחתה	441
בסיס	440
פתח	439
שהה	438
מיתן	438
פחת	437
קבלן	436
מפרק	436
יציאה	435
טלוויזיה	435
התראה	434
תוכן	434
הופיע	432
תהליך	432
שש	432
כלול	431
מצרך	430
מיידי	429
מגיש	429
כינוס	429
עתירה	429
גבה	428
לוח	426
הפקדה	426
צדק	426
שי	426
שלם	425
בוקר	424
וטרינר	424
תקשורת	423
אסר	423
שתיים	423
אכיפה	420
כמה	419
ייצג	419
צפוי	419
טיפל	419
מעון	417
בטל	417
נבצר	416
הקצאה	415
התקנה	415
חושבן	414
קידום	412
עבירות	411
ארנונה	410
הופחת	410
מזערי	409
ר	408
הקדם	408
גבול	408
אמר	408
ייצר	407
הצגה	407
טייס	407
טעון	406
יעד	406
יצר	406
מבוקש	405
העדר	405
התבקש	405
ויתר	405
נתמך	405
ערוץ	404
סנגור	404
לראשונה	403
חשד	403
פתוח	402
נשמר	402
מטופל	402
נפץ	401
נמנה	401
עצמי	401
הטלה	401
טלפון	400
אסבסט	400
מצוי	400
מבצע	399
מפאת	398
גן	398
הכין	397
מגרש	395
בידוד	393
מלוא	393
מושב	393
מהנדס	392
השיג	391
נגיש	391
טכנולוגי	391
חולה	391
מחדש	390
מוגן	390
עיקרי	389
מחויב	389
מפני	389
הערכה	388
חברתי	388
העניק	387
עצמאי	386
נבדק	385
שוטף	385
פגם	385
תלוי	385
זיכה	384
נדון	383
ע	383
הכיר	383
בכתב	382
סגור	382
כינס	381
תשדיר	381
הועדה	380
מפלגה	380
חודשי	380
בטרם	379
עמידה	379
עירוני	379
שכירות	379
נפתח	378
אוטובוס	378
אזהרה	378
עורר	377
הכריז	377
קידם	376
אבטחה	376
כביש	376
ממשי	374
הופעל	374
תיעוד	374
הכריע	373
הכרעה	373
הזמין	372
מעד	370
לימוד	370
החזרה	369
עסקי	368
מגבלה	368
הרשה	368
נועד	366
גילה	366
שבע	364
תיאום	364
נפרע	364
סכנה	364
האפשר	363
הסדיר	363
תא	362
הוזמן	362
הערה	362
מסילה	361
חב	361
סירוב	361
יחסי	360
פתק	360
משקה	360
תיעש	358
ביניים	358
תבע	358
ייעוץ	357
ת	357
התפטר	357
סילוק	357
רכיב	356
מניין	355
משמעותי	355
בחן	354
ערכה	354
הועד	353
הכניס	352
ממצא	352
חלופי	352
הוצג	352
כושר	351
דלת	351
מטבע	351
משמש	351
פרקליט	350
פנסיון	350
ק	350
זימן	350
אמה	350
הוצע	350
המליץ	350
סדיר	349
חמור	349
קובלנה	349
התפטרות	348
השעיה	348
משום	347
נוכחות	346
לידה	346
סכסוך	345
מלווה	345
הוקנה	345
חריג	344
בחירות	344
אימוץ	343
ניכה	343
מחלקה	342
משק	342
הכנה	342
הוכרז	341
נובע	340
שליט	340
פירש	340
פדיון	340
עודף	340
הגביל	339
קצר	338
תקופתי	338
קברניט	338
שידר	337
נגישות	337
נחוץ	336
רוקח	336
השלים	336
לידי	336
מניה	334
דלק	334
כרוך	333
אילו	333
ננקט	332
מחדל	331
בר	330
מעלה	330
רפואה	330
ייבא	330
מתנדב	328
תפעול	328
מרחב	328
כנגד	327
כיסוי	327
קונה	327
קוים	326
מנין	326
נוצר	326
שיתופי	326
זיקה	326
כאשר	325
נגיד	324
הפריע	323
שליש	322
צילום	322
הוכחה	322
עצור	321
אמנה	321
הותר	321
מכל	321
השלמה	321
מעטפה	321
סייג	320
רשת	320
קרה	320
אספקה	319
פיגור	318
יהודי	318
כשיר	318
פטירה	316
שירת	316
רדיו	316
יומי	315
עזרה	314
ס	314
התש	314
עזבון	314
מיליון	314
חלקה	313
מכסה	313
נוער	313
חסר	313
התגלה	312
פומבי	312
איתור	312
חידש	312
נרכש	312
בסיסי	311
תקרה	311
צוואה	310
עובדה	310
מכונה	310
הסעה	310
פסול	309
זהה	309
חלקי	309
ייפוי	308
חד	308
דצמבר	308
סף	308
מחשב	307
סיכן	307
שלח	307
טיעון	306
מודד	306
מחסן	305
התבצע	305
פסל	305
ירושלים	305
סם	305
הובטח	303
חי	302
תאונה	302
מעשי	301
מוסדי	301
ניירת	301
חסוי	301
משל	300
פקח	300
מיתקנים	299
פיטורין	299
איזה	299
השפעה	299
כלב	299
לירה	298
תוצרת	298
פחה	298
שימן	298
נאה	298
השכרה	296
פקע	296
כוונת	296
הספקה	295
אורך	295
ירושה	294
דמי	294
נטל	293
סגירה	293
ידוע	292
התלה	292
כוזב	292
בינואר	292
יזם	291
הגן	291
מיזוג	290
אקדמי	290
קריאה	290
שמש	289
עיוור	288
מדי	287
התשס	287
מוטב	286
בירר	286
חולק	285
עבור	285
אוכלוסין	285
הנפקה	285
טכני	284
נתיב	284
נגבה	284
דת	283
הוגן	283
גודל	283
תפיסה	283
קיבוץ	283
לעומת	281
חילק	281
אחז	281
נמחק	279
בורר	279
אשפוז	279
פריט	278
יחסים	278
חנייה	278
ייעוד	278
חזק	276
משמורת	276
גזר	276
שמונה	276
עיקרון	275
הוגבל	275
התמחות	275
טח	275
התנהגות	275
הוקצה	274
מחיקה	274
שפט	274
הוביל	274
אור	273
העתיק	273
גמול	273
ערוך	273
שיכר	272
הידיין	272
תחזוקה	272
סידור	272
טעות	272
דגימה	271
טוב	270
דור	270
הולם	270
חופשה	269
סחורה	269
גמר	269
ישיר	269
שמיעה	269
סרט	269
נתפס	268
קיבוצי	268
פלונית	268
הופק	268
סיעוד	267
תת	267
ממוחשב	267
מאה	266
אירע	265
מערער	265
שמע	265
תפס	265
הושכר	264
אווירי	264
איסוף	264
ליד	264
יציג	263
נאמר	262
התנגד	262
הקנה	262
נותר	261
הצטבר	261
מודעה	260
מונית	260
לשעבר	259
נטילה	259
פשיטה	259
ניסה	259
תעמולה	259
אתיקה	259
אש	259
סחר	259
בדבר	258
משכנתא	258
שיק	258
מיטלטלין	258
צבע	257
מד	256
תחרות	256
התגורר	256
מקר	255
מורה	255
מדריך	255
עצר	255
יוחד	255
נישואין	254
צמח	254
נבע	254
מפרט	254
יורש	253
ייחודי	253
קצוב	253
אומנה	252
הפצה	252
מדור	252
ייצוג	252
נקי	251
דמים	251
מפה	251
חירות	251
כרזה	251
הוכר	250
ניזוק	250
בינוי	250
היום	249
מלאי	249
מותב	249
ממלכתי	249
משקיע	248
פארק	248
אגב	248
גר	248
צמוד	248
בזק	248
סניף	248
השפיע	248
טרור	247
תקבול	247
השתלמות	247
חובר	247
הוסכם	247
שווק	247
איחוד	246
דאג	246
תשל	246
פיצוץ	246
ספינה	245
חדלות	245
כרך	245
שהייה	244
אחיד	244
הושב	244
השגחה	244
הופסק	244
התברר	243
פקיעה	243
כבוד	243
תסקיר	242
פנה	241
אוירון	241
עמלה	241
עוגל	241
עימד	240
חיסכון	240
היעדרות	240
שולחן	239
וידא	239
ברזל	239
כפל	239
כפף	239
מליאה	239
איחר	239
אמצאה	238
מוסך	238
תמרור	238
משתמש	237
עיר	237
ניטל	237
מסוגל	237
תן	237
בודק	236
צריך	236
קיבול	235
הענקה	235
כלוא	235
מקוון	235
פשט	235
נקב	235
נאמנות	234
נוכה	234
טרחה	234
מכריע	234
גור	234
התפנה	233
משדר	233
חדשה	233
נייד	233
נסע	233
כינוי	233
רבני	233
מת	232
תעריף	232
תועלת	232
התחייל	232
בישראל	232
יוזמה	232
נס	232
כתובת	231
מחבר	231
דחוף	231
לאות	230
פעוט	230
העתקה	230
למד	230
תגובה	230
טיב	229
חילוט	229
דוגמה	229
ביתי	229
ניקוז	229
חבות	229
באין	228
ניכס	228
פסילה	228
הותנה	227
מגע	227
כבר	227
כמו	227
שער	227
הקדים	226
מרפאה	226
רושם	226
סרן	226
שיכון	226
מומחיות	226
בעקבות	226
ניתוח	225
חכירה	225
הוצב	225
שיתוף	225
נשמע	225
תורם	224
זוך	224
כייל	223
נלווה	223
רציף	223
קליטה	222
הצלה	222
נין	222
ארוך	222
מחייב	222
מעטפת	222
אקדמיה	222
חוף	221
צמצום	221
קנה	221
ניצול	221
מתלונן	221
הוענק	221
סירה	220
הבאה	220
דיחוי	219
גיבה	219
תחולה	219
מקרב	219
חשיפה	218
צבר	218
עישר	218
רוחב	218
תיווך	217
תלייה	217
בריא	217
סיכום	217
מחלוקת	217
מטה	217
התעורר	217
פורש	217
נקיטה	217
תמרוק	216
סל	216
פליט	216
הטעה	216
השתנה	215
תלה	215
קלף	215
נפשי	214
הוצדק	214
רעש	214
מפגע	214
יופה	214
דג	214
חשבונית	213
ענש	213
תואם	213
טוען	213
נפש	213
משולב	213
מרקחת	212
מאפיין	212
שביה	212
פרטיות	211
הכשיר	211
לאחרונה	211
טבעי	211
תקינה	211
מסלקה	210
קנייה	210
ביצית	210
ביודעין	210
הביע	210
אילך	209
נפסק	209
קלון	209
הפחית	209
מדעי	208
קדימה	208
סכמה	208
חשמלי	208
מיתקני	207
הושעה	207
תרופה	206
חמישים	206
לשון	205
בטיחותי	205
קרב	205
הונפק	205
כיוון	205
השרה	205
קאדי	205
שתייה	204
שוחרר	204
קבר	204
עיבר	204
גרר	204
פרש	204
רצפה	203
זיהום	203
סוד	203
שודר	203
אמון	203
נזכר	202
עומד	202
הסתמך	202
בולט	202
דיין	201
לכאורה	201
הגדיר	201
עבריין	201
הל	201
משא	201
מתכונת	200
סדרה	200
פקד	200
נמען	200
מנגנון	199
בגלל	199
קיר	199
מיזם	199
השעה	199
פרק	198
דובר	198
מזמן	198
פנס	198
חץ	198
טייל	197
מאוחד	197
שפחה	197
אוכלוסייה	197
התפרסם	197
מפורש	196
נישום	196
התחיל	196
מדע	196
התייצבות	196
קרבה	195
תשכ	195
ספרייה	195
נער	195
יורה	195
ריאה	195
בניגוד	195
מכתב	195
מקדמה	195
אחזקה	194
ברור	194
מחק	194
רצה	194
תקלה	194
לקח	193
מאשר	193
מילה	193
ותיק	193
חיבור	193
מיקום	193
חולי	193
מכפלה	193
ארכיון	192
שכיר	192
ייעודי	192
השתלה	192
הקדש	192
מהירות	192
ארעי	191
משרת	191
החלפה	191
גנטי	191
נטען	191
ירייה	191
למען	191
רבעון	191
כפוף	191
חג	191
ניסוי	190
מוביל	190
אופציה	190
נציגות	190
נשק	190
בזכות	190
הורות	190
תיירות	190
נזקק	189
מערך	189
תחת	189
עישון	189
מזמין	188
חריגה	188
השוואה	188
חזותי	188
ערכאה	187
עץ	187
פיגום	187
יעיל	187
קורונה	186
גלגל	186
סקר	185
זיכוי	185
מעורב	185
שנייה	185
טבק	185
בוא	185
בטוח	185
הצלחה	185
סודיות	185
נספה	185
שבת	185
שוכר	184
חנות	184
קצב	184
כפר	184
תייר	184
כבאות	184
ארבעים	184
תש	183
כגון	183
דיבידנד	183
הספיק	183
קומה	183
ימי	183
ביטח	183
תיבה	183
מונח	183
סייר	182
נתינה	182
מרס	182
התמשך	182
שייט	182
מנוחה	182
פעמי	181
דגם	181
הוספה	181
מגדל	181
הוכן	181
תמונה	181
נשאר	181
אגר	180
הגדלה	180
אימון	180
אנרגיה	180
מקלט	179
מתכנן	179
הורכב	179
ממש	179
גלה	179
מונע	179
קובץ	178
פרע	178
הוסדר	178
מבלי	178
מתמחה	178
שייך	178
צפה	178
עירבון	177
איתר	177
הסתדרות	177
הנאה	177
הפרדה	177
צינור	176
חופשי	176
עיבד	176
סביבתי	176
תכלית	176
הקל	175
פרטני	175
ליווי	175
משטח	175
סוף	175
ביול	175
גופני	175
הרשיע	174
בריאה	174
כותרת	174
סמל	174
הולכה	174
סגר	174
חינוכי	174
בוררות	174
ניקיון	173
מוצא	173
בקר	173
תוקן	173
מאזן	172
יסודי	172
כיבוי	172
חוסר	172
גמילה	172
מקביל	172
השווה	172
סולק	172
מייצג	172
מסור	172
גישור	171
ביית	171
קורס	171
פשרה	171
אודות	171
איזון	171
השמדה	170
תחרותי	170
מהיר	170
יישא	170
די	170
קשה	170
יתום	170
טכנולוגיה	169
תמורת	169
אופה	169
וו	169
ירש	169
עדכן	169
הרשעה	169
הפרעה	169
רציפות	168
כבלים	168
אלף	168
כראוי	168
דוד	168
השבה	168
התמלא	168
תרגום	168
אלימות	168
התאגדות	168
הטרים	167
גופה	167
מתחם	167
